Strategy,App,Iteration,Energy,Mem,CPU
Stale While Revalidate,lacuenta,1,53.31456,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,2,35.9424,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,3,53.61408,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,4,61.701119999999996,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,5,15.874560000000002,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,6,48.52224,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,7,57.05856000000001,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,8,52.26624,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,9,52.416000000000004,1073255.5544817927,4.964709702062644
Stale While Revalidate,lacuenta,10,42.53184,1073255.5544817927,4.964709702062644
